age,educ,race,gender,hhincome,employment,party,opinion_leaders,state,perc_women
5,9,1,1,10,1,1,2,MO,0.218
5,12,1,0,16,4,5,2,MO,0.218
4,7,1,0,12,1,3,1,MO,0.218
2,10,1,1,17,2,3,1,MO,0.218
4,6,1,1,11,1,6,2,MO,0.218
2,10,1,0,14,1,3,2,MO,0.218
5,13,1,1,14,5,2,2,MO,0.218
5,10,2,0,7,6,7,2,MO,0.218
4,13,1,1,13,2,7,2,MO,0.218
1,9,2,1,8,4,7,1,MO,0.218
5,9,1,0,12,1,1,2,MO,0.218
5,13,1,1,15,1,6,2,MO,0.218
1,9,4,1,1,1,6,2,MO,0.218
1,9,2,0,10,1,6,3,MO,0.218
1,10,1,1,12,7,3,2,MO,0.218
2,11,1,0,13,1,1,2,MO,0.218
1,9,2,1,4,4,4,NaN,MO,0.218
5,9,1,0,6,6,5,2,MO,0.218
6,9,1,1,11,2,6,2,MO,0.218
5,9,1,0,8,1,4,2,MO,0.218
4,7,3,1,11,1,5,2,MO,0.218
3,12,1,1,16,1,7,2,MO,0.218
3,12,1,1,19,1,3,2,MO,0.218
1,9,4,0,14,7,3,1,MO,0.218
5,10,1,0,13,5,3,2,MO,0.218
3,14,1,1,16,1,7,2,FL,0.256
1,10,1,1,13,1,1,2,FL,0.256
1,8,4,1,9,4,5,2,FL,0.256
6,14,1,1,16,5,2,2,FL,0.256
3,10,2,1,14,1,7,2,FL,0.256
2,10,4,0,8,1,7,2,FL,0.256
5,12,1,1,19,5,3,2,FL,0.256
5,11,1,1,9,1,3,1,FL,0.256
5,9,1,1,13,6,1,1,FL,0.256
2,12,1,0,13,1,4,2,FL,0.256
1,9,2,0,18,1,7,NaN,FL,0.256
2,9,1,1,10,1,3,1,FL,0.256
1,9,1,0,11,1,4,1,FL,0.256
6,13,1,0,12,1,1,2,FL,0.256
6,13,1,0,12,5,7,2,FL,0.256
5,9,1,1,11,6,6,3,FL,0.256
4,9,1,0,4,6,5,2,FL,0.256
7,9,1,1,16,5,7,2,FL,0.256
7,11,1,0,13,5,3,2,FL,0.256
3,13,1,0,14,1,2,2,FL,0.256
7,9,1,0,7,5,5,2,FL,0.256
2,9,1,1,8,6,5,3,FL,0.256
6,13,1,0,16,5,1,1,FL,0.256
2,13,1,0,16,1,3,3,FL,0.256
5,10,1,1,13,5,2,2,FL,0.256
1,11,1,1,16,1,5,2,FL,0.256
6,4,1,1,1,6,7,2,FL,0.256
3,9,1,1,12,1,1,2,FL,0.256
6,9,1,1,7,5,1,3,FL,0.256
6,13,1,1,5,5,7,3,FL,0.256
4,9,1,0,13,2,5,2,FL,0.256
4,10,1,0,11,2,6,3,FL,0.256
4,12,1,1,7,2,1,2,FL,0.256
4,10,1,0,6,6,6,2,FL,0.256
4,8,1,1,3,6,3,3,FL,0.256
3,9,1,1,12,7,5,2,FL,0.256
3,10,1,1,13,6,7,2,FL,0.256
7,13,1,0,15,5,3,2,FL,0.256
6,9,1,1,14,1,3,2,FL,0.256
7,8,2,0,16,5,7,2,FL,0.256
4,10,1,1,8,6,5,2,FL,0.256
5,12,1,1,13,2,6,2,FL,0.256
5,10,1,0,16,1,1,2,FL,0.256
3,13,1,1,16,1,5,2,FL,0.256
3,7,1,1,3,6,3,2,FL,0.256
4,12,1,0,1,2,5,2,FL,0.256
6,9,1,1,16,5,1,2,FL,0.256
5,11,4,0,16,6,5,2,FL,0.256
5,9,1,0,12,1,1,2,FL,0.256
6,13,4,0,12,5,5,2,FL,0.256
5,7,4,0,13,1,2,2,FL,0.256
6,9,1,1,13,5,2,2,FL,0.256
4,12,2,1,16,1,7,2,FL,0.256
3,12,1,1,14,1,3,2,FL,0.256
5,12,2,0,19,1,7,3,FL,0.256
4,12,1,0,19,1,5,3,FL,0.256
3,13,4,0,13,1,1,1,FL,0.256
6,9,1,1,10,5,1,1,FL,0.256
2,9,4,0,6,6,4,2,FL,0.256
4,9,1,0,4,6,5,2,FL,0.256
7,6,1,1,14,5,3,3,FL,0.256
1,9,1,1,7,4,5,2,FL,0.256
6,12,1,1,11,5,3,2,FL,0.256
2,10,4,1,13,1,5,2,FL,0.256
5,9,1,0,14,1,7,2,FL,0.256
3,11,1,0,12,1,6,2,FL,0.256
6,9,1,0,9,5,3,2,FL,0.256
2,12,2,1,13,1,5,2,FL,0.256
4,12,1,0,19,1,7,2,FL,0.256
4,12,4,0,10,1,5,2,FL,0.256
5,9,1,0,14,1,2,2,FL,0.256
7,9,1,1,7,7,3,2,FL,0.256
6,9,1,0,10,5,5,2,FL,0.256
2,12,1,0,8,7,5,2,FL,0.256
3,6,1,0,11,2,2,1,FL,0.256
5,11,1,0,18,1,1,2,FL,0.256
1,10,1,0,11,7,5,2,FL,0.256
6,10,1,0,18,5,2,2,FL,0.256
1,10,1,1,17,1,5,2,FL,0.256
4,9,1,1,15,1,1,NaN,FL,0.256
6,9,1,1,12,1,3,2,FL,0.256
1,6,5,0,13,2,6,3,FL,0.256
5,10,1,1,6,7,6,2,FL,0.256
3,12,1,1,13,1,7,3,FL,0.256
4,9,1,0,8,6,2,2,FL,0.256
3,10,2,0,13,1,4,NaN,FL,0.256
5,12,4,0,15,1,2,2,FL,0.256
2,12,3,0,16,1,3,1,FL,0.256
5,9,1,1,10,1,2,2,FL,0.256
3,12,1,1,12,1,2,1,FL,0.256
4,10,1,0,13,4,6,2,FL,0.256
2,10,1,0,15,7,7,3,FL,0.256
6,9,1,0,13,5,3,2,FL,0.256
5,9,1,0,8,1,3,1,FL,0.256
4,12,1,0,16,6,1,2,FL,0.256
4,9,1,1,6,6,6,2,FL,0.256
2,10,4,0,15,1,1,2,FL,0.256
6,9,1,0,10,2,2,1,FL,0.256
5,14,1,0,18,2,7,2,FL,0.256
7,10,1,1,12,5,1,1,FL,0.256
5,9,1,0,11,1,5,2,FL,0.256
2,13,1,1,11,7,2,1,FL,0.256
6,12,1,0,16,5,6,2,FL,0.256
2,13,1,1,17,1,6,2,FL,0.256
4,13,5,1,12,1,2,2,FL,0.256
5,12,4,0,9,4,5,2,FL,0.256
7,10,1,0,19,5,3,2,FL,0.256
4,13,1,0,17,1,3,2,FL,0.256
1,12,1,1,4,1,5,2,FL,0.256
3,11,1,0,12,1,2,2,FL,0.256
6,5,4,0,14,1,2,2,FL,0.256
2,8,4,0,7,1,2,2,FL,0.256
2,11,4,0,14,1,7,3,FL,0.256
7,13,4,0,16,5,2,2,FL,0.256
1,10,5,1,17,4,7,2,FL,0.256
1,9,4,0,11,2,6,2,FL,0.256
1,12,4,1,19,1,2,3,FL,0.256
5,9,4,0,15,1,1,2,FL,0.256
2,9,1,0,7,4,3,2,FL,0.256
5,9,1,1,14,2,2,2,FL,0.256
1,9,1,1,18,1,2,2,FL,0.256
5,10,1,1,17,1,5,2,FL,0.256
2,9,2,1,10,7,5,2,MA,0.245
2,14,1,1,15,4,7,2,MA,0.245
5,12,1,0,17,4,7,2,MA,0.245
4,9,3,0,10,1,6,2,MA,0.245
7,9,5,1,7,5,4,2,MA,0.245
5,10,1,1,18,1,6,3,MA,0.245
5,14,1,1,19,1,7,3,MA,0.245
3,12,1,1,17,7,7,2,MA,0.245
6,14,5,0,17,2,3,1,MA,0.245
5,10,5,0,16,1,3,2,MA,0.245
3,13,1,0,14,1,5,2,MA,0.245
4,13,1,1,16,7,3,2,MA,0.245
1,12,1,1,16,1,6,3,MA,0.245
3,9,1,0,12,2,1,1,MA,0.245
5,11,1,0,16,3,6,2,MA,0.245
4,12,1,1,19,7,3,2,MA,0.245
6,13,1,0,16,5,7,3,MA,0.245
5,12,1,0,18,1,4,2,MA,0.245
6,13,1,0,7,5,7,2,MA,0.245
2,12,1,1,19,1,6,2,MA,0.245
5,12,1,0,18,2,7,2,MA,0.245
7,11,1,1,9,1,3,2,MA,0.245
6,9,1,1,12,5,3,2,MA,0.245
3,13,1,1,13,1,7,2,MA,0.245
4,9,1,0,17,1,2,2,MA,0.245
5,9,1,0,4,6,3,2,MA,0.245
5,9,1,0,10,1,3,1,MA,0.245
6,10,1,1,17,1,3,2,MA,0.245
7,13,1,1,12,5,2,2,MA,0.245
3,9,1,1,9,1,7,2,MA,0.245
6,9,1,0,13,5,7,2,MA,0.245
6,10,1,1,16,1,5,2,MA,0.245
2,12,1,1,13,7,6,2,MA,0.245
3,12,1,1,17,2,5,2,MA,0.245
5,10,1,0,14,2,1,2,MA,0.245
1,9,1,0,17,7,5,2,MA,0.245
1,1,4,0,9,7,3,1,MA,0.245
4,12,1,0,8,1,3,2,MA,0.245
2,9,3,1,1,4,5,2,MA,0.245
1,10,2,1,7,4,5,2,MA,0.245
2,13,1,1,17,1,6,2,MA,0.245
5,13,1,1,12,1,2,2,MS,0.172
6,10,1,0,13,2,1,1,MS,0.172
6,9,1,0,6,5,6,1,MS,0.172
2,9,2,1,9,4,3,2,MS,0.172
2,12,1,1,13,1,5,2,MS,0.172
6,7,1,0,6,5,3,2,MS,0.172
3,8,4,0,8,7,7,1,MS,0.172
4,10,1,0,11,1,2,2,MS,0.172
2,13,1,1,15,1,1,2,VA,0.171
4,8,1,1,13,1,6,2,VA,0.171
6,12,1,1,17,1,1,2,VA,0.171
5,9,1,1,16,2,3,2,VA,0.171
5,8,1,0,12,1,5,2,VA,0.171
1,9,1,0,12,4,2,2,VA,0.171
1,12,5,1,14,1,7,2,VA,0.171
6,10,1,1,11,5,2,1,VA,0.171
4,13,1,0,15,1,2,1,VA,0.171
2,13,1,0,19,1,6,3,VA,0.171
6,10,1,1,17,5,7,2,VA,0.171
4,9,2,1,8,1,6,1,VA,0.171
5,10,1,0,17,5,1,2,VA,0.171
2,9,2,1,9,1,7,2,VA,0.171
5,10,1,0,16,1,3,2,VA,0.171
3,13,3,1,16,2,4,3,VA,0.171
7,10,1,0,16,5,6,2,VA,0.171
5,9,2,1,13,7,7,2,VA,0.171
1,12,1,0,19,1,7,2,VA,0.171
3,13,1,0,19,1,2,1,VA,0.171
5,13,1,0,15,1,1,2,VA,0.171
2,11,1,1,13,1,2,2,VA,0.171
6,9,1,1,10,5,7,2,VA,0.171
6,14,1,1,16,1,7,2,VA,0.171
3,13,1,1,14,1,6,2,VA,0.171
3,9,1,0,14,1,1,2,VA,0.171
4,10,2,0,3,6,7,1,VA,0.171
6,11,1,1,12,5,4,3,VA,0.171
3,9,1,0,13,1,7,2,VA,0.171
3,12,3,1,19,1,3,1,VA,0.171
3,12,1,1,12,1,6,2,VA,0.171
1,12,1,1,16,1,2,2,VA,0.171
3,13,2,0,14,1,3,2,VA,0.171
6,9,1,0,13,5,2,1,VA,0.171
4,9,1,1,3,6,7,2,VA,0.171
2,10,1,0,9,1,3,2,VA,0.171
2,8,1,0,9,6,2,2,VA,0.171
4,13,1,0,16,1,5,2,VA,0.171
5,10,1,1,4,6,5,2,VA,0.171
5,9,2,0,12,1,6,2,VA,0.171
1,10,1,0,16,2,3,2,VA,0.171
3,12,1,1,16,1,2,2,VA,0.171
6,12,1,1,15,1,1,2,VA,0.171
3,12,1,1,19,1,5,2,VA,0.171
6,13,1,1,16,1,5,2,IL,0.311
2,11,1,0,7,1,1,2,IL,0.311
4,9,1,1,7,1,6,2,IL,0.311
2,11,1,0,12,1,3,2,IL,0.311
4,11,4,1,17,1,6,2,IL,0.311
5,9,1,0,13,1,7,2,IL,0.311
5,9,1,0,17,5,1,1,IL,0.311
1,12,1,1,10,1,2,2,IL,0.311
2,12,1,0,12,1,5,2,IL,0.311
6,9,1,0,8,3,7,2,IL,0.311
5,13,1,1,14,5,7,3,IL,0.311
4,13,1,0,18,1,2,1,IL,0.311
5,13,1,1,15,5,5,2,IL,0.311
7,9,1,0,11,5,5,1,IL,0.311
1,10,1,0,17,1,6,2,IL,0.311
3,10,4,0,6,1,5,2,IL,0.311
6,9,1,1,9,5,6,2,IL,0.311
3,9,4,0,14,1,6,2,IL,0.311
5,9,1,1,19,6,6,1,IL,0.311
4,9,1,1,16,1,2,2,IL,0.311
4,12,1,0,13,1,1,2,IL,0.311
3,8,4,0,17,1,7,2,IL,0.311
5,12,1,0,18,1,2,2,IL,0.311
1,11,1,1,16,1,2,2,IL,0.311
5,12,1,0,9,1,2,2,IL,0.311
6,13,1,1,18,5,4,2,IL,0.311
4,9,1,1,13,7,1,2,IL,0.311
6,9,1,0,12,5,3,2,IL,0.311
4,10,1,1,14,2,1,2,IL,0.311
3,9,1,1,15,7,2,2,IL,0.311
5,6,2,1,4,1,7,3,IL,0.311
2,9,2,0,8,1,7,2,IL,0.311
3,12,1,0,17,1,1,2,IL,0.311
4,12,1,0,6,1,1,2,IL,0.311
2,11,1,0,14,1,6,2,IL,0.311
5,12,1,0,16,5,5,2,IL,0.311
6,12,1,1,16,5,5,3,IL,0.311
2,12,2,0,19,1,7,2,IL,0.311
7,9,1,1,9,5,2,2,IL,0.311
5,10,1,0,13,1,6,2,IL,0.311
3,13,3,0,19,1,5,2,IL,0.311
3,9,4,0,8,1,5,1,IL,0.311
4,9,1,0,10,1,7,2,IL,0.311
6,13,1,0,16,5,3,1,IL,0.311
6,10,1,1,9,5,2,2,IL,0.311
4,12,1,0,14,2,5,2,IL,0.311
3,13,1,1,19,1,1,3,IL,0.311
6,9,1,0,13,5,7,3,IL,0.311
4,9,1,1,11,1,2,2,IL,0.311
5,12,1,1,16,1,6,2,IL,0.311
6,10,1,1,16,1,1,2,IL,0.311
5,13,1,0,19,1,5,2,IL,0.311
7,14,1,0,16,5,5,3,IL,0.311
3,9,1,0,9,4,5,2,IL,0.311
3,12,3,0,15,1,7,3,IL,0.311
6,12,1,1,19,5,1,2,IL,0.311
1,13,1,0,12,1,3,NaN,IL,0.311
3,3,4,1,5,4,4,1,IL,0.311
5,9,1,1,18,7,7,2,IL,0.311
3,13,1,1,16,1,6,2,IL,0.311
5,12,1,1,17,2,3,2,IL,0.311
2,10,1,1,7,1,2,2,IL,0.311
6,9,1,0,12,5,5,NaN,IL,0.311
2,10,1,1,11,1,5,2,IL,0.311
5,10,1,0,16,1,7,3,IL,0.311
6,9,1,1,11,5,7,2,IL,0.311
5,14,1,1,19,1,6,2,IL,0.311
4,12,1,1,15,2,1,1,IL,0.311
3,13,4,1,15,7,7,2,IL,0.311
6,13,1,1,13,5,7,2,IL,0.311
5,12,1,1,16,5,2,2,CA,0.267
4,10,1,1,13,1,7,3,CA,0.267
6,12,5,1,15,5,5,2,CA,0.267
7,11,1,1,12,5,1,2,CA,0.267
6,12,1,0,9,6,2,2,CA,0.267
5,14,1,0,18,1,7,2,CA,0.267
5,13,1,1,15,1,7,2,CA,0.267
2,12,3,1,17,1,3,2,CA,0.267
5,3,4,1,8,1,7,2,CA,0.267
2,13,1,1,16,1,6,2,CA,0.267
4,14,3,0,16,1,5,2,CA,0.267
4,10,2,1,16,4,7,2,CA,0.267
6,13,1,1,16,5,7,2,CA,0.267
1,10,1,0,17,1,5,1,CA,0.267
5,14,1,1,17,1,7,2,CA,0.267
1,10,4,1,15,7,6,2,CA,0.267
6,10,1,0,15,2,7,2,CA,0.267
4,12,1,1,15,1,2,2,CA,0.267
6,10,1,0,16,3,3,2,CA,0.267
2,14,1,0,17,2,3,1,CA,0.267
2,11,1,1,16,7,3,2,CA,0.267
6,8,1,0,15,5,3,2,CA,0.267
1,7,4,0,13,7,5,2,CA,0.267
2,8,1,0,12,1,7,3,CA,0.267
7,13,1,0,15,5,7,2,CA,0.267
4,10,4,1,14,1,6,2,CA,0.267
4,10,1,0,4,6,5,2,CA,0.267
5,12,1,0,19,2,3,2,CA,0.267
1,9,4,0,13,1,4,2,CA,0.267
1,10,4,0,18,7,5,2,CA,0.267
4,10,4,0,11,4,2,2,CA,0.267
7,10,2,1,8,5,4,2,CA,0.267
2,12,1,0,13,1,5,3,CA,0.267
6,11,2,0,16,5,7,2,CA,0.267
1,10,4,1,9,1,1,2,CA,0.267
5,12,1,0,16,6,7,2,CA,0.267
6,12,3,1,17,1,5,1,CA,0.267
4,13,1,0,16,2,5,2,CA,0.267
5,12,1,0,16,1,7,2,CA,0.267
5,10,1,1,14,1,7,2,CA,0.267
7,10,1,1,9,5,1,1,CA,0.267
2,9,1,0,8,1,6,2,CA,0.267
5,3,4,1,6,7,5,2,CA,0.267
6,7,4,1,3,1,5,2,CA,0.267
6,10,1,0,17,5,5,2,CA,0.267
3,10,4,1,10,1,6,1,CA,0.267
2,8,4,0,8,1,5,2,CA,0.267
5,10,3,1,16,7,1,2,CA,0.267
4,1,4,0,7,1,3,1,CA,0.267
6,9,1,1,7,5,7,3,CA,0.267
4,10,1,0,15,1,3,2,CA,0.267
2,11,2,0,10,4,5,2,CA,0.267
6,12,3,1,9,5,5,3,CA,0.267
5,14,1,1,16,5,1,2,CA,0.267
3,12,1,0,14,1,5,2,CA,0.267
3,10,1,0,15,1,2,2,CA,0.267
3,9,2,0,11,7,4,2,CA,0.267
5,11,1,0,13,4,2,1,CA,0.267
7,9,1,1,9,5,2,2,CA,0.267
5,8,3,0,7,1,5,2,CA,0.267
6,12,1,0,4,2,4,2,CA,0.267
5,10,4,0,19,1,2,1,CA,0.267
1,9,4,1,8,1,7,2,CA,0.267
6,2,4,1,4,5,6,2,CA,0.267
6,13,3,0,13,5,2,2,CA,0.267
6,13,3,1,13,5,6,2,CA,0.267
4,13,3,0,19,1,7,2,CA,0.267
5,13,1,1,14,2,5,3,CA,0.267
4,3,4,0,9,1,4,2,CA,0.267
4,3,4,0,5,1,7,2,CA,0.267
2,12,3,0,16,1,4,2,CA,0.267
4,9,4,1,6,7,6,2,CA,0.267
4,11,3,0,17,2,3,2,CA,0.267
6,9,1,0,9,5,3,1,CA,0.267
5,9,2,0,6,1,6,2,CA,0.267
1,9,4,0,15,7,6,3,CA,0.267
2,9,4,0,9,7,5,NaN,CA,0.267
1,10,1,0,6,1,1,2,CA,0.267
3,11,1,1,17,1,2,2,CA,0.267
4,14,3,1,19,1,7,3,CA,0.267
2,10,4,1,13,4,3,2,CA,0.267
2,12,1,0,4,1,5,2,CA,0.267
3,13,1,0,14,1,3,2,CA,0.267
5,8,1,1,3,3,7,2,CA,0.267
6,2,2,0,8,2,7,2,CA,0.267
3,11,2,0,7,4,2,1,CA,0.267
5,12,1,0,16,1,1,2,CA,0.267
5,9,1,1,18,5,7,2,CA,0.267
6,10,4,1,19,5,6,3,CA,0.267
3,12,1,1,16,1,1,2,CA,0.267
2,12,1,0,9,2,4,1,CA,0.267
3,12,1,1,11,1,5,2,CA,0.267
3,14,3,0,13,1,5,2,CA,0.267
3,12,1,0,12,2,2,1,CA,0.267
6,2,4,0,5,5,7,1,CA,0.267
7,9,1,0,11,5,3,2,CA,0.267
1,9,3,0,18,4,5,3,CA,0.267
5,9,1,1,13,5,6,2,CA,0.267
3,9,4,0,1,1,6,2,CA,0.267
1,10,1,1,14,1,5,2,CA,0.267
1,4,4,0,1,1,6,2,CA,0.267
3,14,3,1,16,7,6,2,CA,0.267
4,8,1,1,11,1,1,2,CA,0.267
3,9,4,1,14,7,6,2,CA,0.267
5,11,2,0,18,1,7,2,CA,0.267
7,12,1,0,11,5,3,2,CA,0.267
2,9,4,0,8,1,5,2,CA,0.267
5,8,3,1,13,5,5,2,CA,0.267
4,12,3,0,16,2,4,2,CA,0.267
6,5,4,1,13,1,6,1,CA,0.267
5,14,5,0,15,7,3,2,CA,0.267
2,13,1,0,14,1,3,2,CA,0.267
3,13,3,1,17,7,5,2,CA,0.267
2,3,4,1,5,4,5,2,CA,0.267
5,12,4,0,12,1,7,2,CA,0.267
5,10,1,1,5,6,1,2,CA,0.267
4,12,1,1,14,7,1,2,CA,0.267
2,10,4,1,7,1,2,2,CA,0.267
5,9,1,1,8,2,4,2,CA,0.267
2,12,1,0,15,1,5,2,CA,0.267
6,12,3,1,16,5,1,2,CA,0.267
3,12,1,1,13,2,5,2,CA,0.267
5,9,4,1,8,1,6,2,CA,0.267
2,9,1,1,13,1,5,1,CA,0.267
2,8,4,0,3,7,3,2,CA,0.267
5,12,1,1,17,5,6,2,CA,0.267
5,10,1,1,13,1,7,2,CA,0.267
2,10,4,0,19,1,7,1,CA,0.267
5,12,2,0,12,1,4,2,CA,0.267
2,9,1,0,1,4,3,2,CA,0.267
3,8,4,1,3,7,7,2,CA,0.267
5,2,4,0,8,1,5,2,CA,0.267
1,10,4,0,16,1,5,2,CA,0.267
3,9,1,0,11,1,5,2,CA,0.267
5,9,3,1,7,7,1,2,CA,0.267
2,10,4,1,11,4,6,3,CA,0.267
3,10,4,1,5,7,3,3,CA,0.267
4,9,2,0,19,1,7,2,CA,0.267
3,9,4,1,12,2,4,2,CA,0.267
5,13,1,1,12,5,2,2,CA,0.267
3,12,3,1,17,1,2,2,CA,0.267
